TIME,MIN,MAX,OTHER
20140801 002334940,0.929280,0.929480,0
20140801 002335190,0.929240,0.929440,0
20140801 002335440,0.929260,0.929460,0
20140801 002335690,0.929240,0.929440,0
20140801 002335940,0.929190,0.929390,0
20140801 002336207,0.929180,0.929380,0
20140801 002406940,0.929190,0.929390,0
20140801 002407190,0.929220,0.929420,0
20140801 002407440,0.929230,0.929430,0
20140801 002412190,0.929200,0.929400,0
20140801 002412440,0.929230,0.929430,0
20140801 002412690,0.929240,0.929440,0
20140801 002412940,0.929230,0.929430,0
20140801 002433690,0.929220,0.929420,0
20140801 002433940,0.929210,0.929410,0
20140801 002434190,0.929230,0.929430,0
20140801 002444440,0.929220,0.929420,0
20140801 002444690,0.929230,0.929430,0
20140801 002446940,0.929220,0.929420,0
20140801 002447440,0.929230,0.929430,0
20140801 002451690,0.929220,0.929420,0
20140801 002451957,0.929230,0.929430,0
20140801 002453207,0.929220,0.929420,0
20140801 002454190,0.929230,0.929430,0
20140801 002501940,0.929220,0.929420,0
20140801 002502190,0.929230,0.929430,0
20140801 002506690,0.929190,0.929390,0
20140801 002507190,0.929160,0.929360,0
20140801 002507440,0.929140,0.929340,0
20140801 002510440,0.929150,0.929350,0
20140801 002511690,0.929140,0.929340,0
20140801 002650190,0.929150,0.929350,0
20140801 002700940,0.929140,0.929340,0
20140801 002701190,0.929150,0.929350,0
20140801 002709690,0.929140,0.929340,0
20140801 002711940,0.929150,0.929350,0
20140801 002731940,0.929140,0.929340,0
20140801 002732190,0.929130,0.929330,0
20140801 002732440,0.929140,0.929340,0
20140801 002738440,0.929170,0.929370,0
20140801 002738690,0.929180,0.929380,0
20140801 002740690,0.929220,0.929420,0
20140801 002742940,0.929190,0.929390,0
20140801 002743190,0.929180,0.929380,0
20140801 002746190,0.929150,0.929350,0
20140801 002752440,0.929170,0.929370,0
20140801 002759940,0.929180,0.929380,0
20140801 002800190,0.929160,0.929360,0
20140801 002800690,0.929150,0.929350,0
20140801 002803063,0.929140,0.929340,0
