TIME,MIN,MAX,OTHER
20140731 000000487,0.00972942469912,0.00973131830169,0
20140731 000001237,0.00972933003833,0.00973122360406,0
20140731 000005473,0.00972942469912,0.00973131830169,0
20140731 000013487,0.00972933003833,0.00973122360406,0
20140731 000014987,0.00972942469912,0.00973131830169,0
20140731 000015487,0.00972933003833,0.00973122360406,0
20140731 000017987,0.00972942469912,0.00973131830169,0
20140731 000018237,0.00972933003833,0.00973122360406,0
20140731 000018487,0.00972942469912,0.00973131830169,0
20140731 000019237,0.00972933003833,0.00973122360406,0
20140731 000019487,0.00972942469912,0.00973131830169,0
20140731 000019987,0.00972933003833,0.00973122360406,0
20140731 000020237,0.00972942469912,0.00973131830169,0
20140731 000021987,0.00972933003833,0.00973122360406,0
20140731 000022487,0.00972942469912,0.00973131830169,0
20140731 000024237,0.00972933003833,0.00973122360406,0
20140731 000024737,0.00972942469912,0.00973131830169,0
20140731 000024987,0.00972933003833,0.00973122360406,0
20140731 000025237,0.00972942469912,0.00973131830169,0
20140731 000027987,0.00972951936174,0.00973141300117,0
20140731 000030237,0.00972942469912,0.00973131830169,0
20140731 000031987,0.00972933003833,0.00973122360406,0
20140731 000033237,0.00972942469912,0.00973131830169,0
20140731 000033737,0.00972933003833,0.00973122360406,0
20140731 000034237,0.00972942469912,0.00973131830169,0
20140731 000034487,0.00972933003833,0.00973122360406,0
20140731 000034737,0.00972942469912,0.00973131830169,0
20140731 000036487,0.00972933003833,0.00973122360406,0
20140731 000036737,0.00972942469912,0.00973131830169,0
20140731 000044987,0.00972933003833,0.00973122360406,0
20140731 000045487,0.00972942469912,0.00973131830169,0
20140731 000055987,0.00972933003833,0.00973122360406,0
20140731 000056237,0.00972942469912,0.00973131830169,0
20140731 000107487,0.00972933003833,0.00973122360406,0
20140731 000108487,0.00972942469912,0.00973131830169,0
20140731 000115237,0.00972933003833,0.00973122360406,0
20140731 000118970,0.00972961402621,0.00973150770249,0
20140731 000123987,0.00972951936174,0.00973141300117,0
20140731 000124237,0.00972942469912,0.00973131830169,0
20140731 000135470,0.00972933003833,0.00973122360406,0
20140731 000138737,0.00972942469912,0.00973131830169,0
20140731 000140737,0.00972933003833,0.00973122360406,0
20140731 000153487,0.00972942469912,0.00973131830169,0
20140731 000157220,0.00972933003833,0.00973122360406,0
20140731 000158970,0.00972942469912,0.00973131830169,0
20140731 000159970,0.00972933003833,0.00973122360406,0
20140731 000200237,0.00972942469912,0.00973131830169,0
20140731 000200470,0.00972933003833,0.00973122360406,0
20140731 000206987,0.00972942469912,0.00973131830169,0
20140731 000207220,0.00972933003833,0.00973122360406,0
20140731 000209237,0.00972942469912,0.00973131830169,0
20140731 000209470,0.00972933003833,0.00973122360406,0
20140731 000226237,0.00972951936174,0.00973141300117,0
