TIME,MIN,MAX,OTHER
20140731 000004737,0.93218,0.93238,0
20140731 000005237,0.93219,0.93239,0
20140731 000009487,0.93218,0.93238,0
20140731 000015987,0.93219,0.93239,0
20140731 000021487,0.93222,0.93242,0
20140731 000031487,0.93217,0.93237,0
20140731 000032487,0.93216,0.93236,0
20140731 000034987,0.93217,0.93237,0
20140731 000119237,0.93216,0.93236,0
20140731 000119470,0.93215,0.93235,0
20140731 000152737,0.93214,0.93234,0
20140731 000155487,0.93215,0.93235,0
20140731 000217737,0.93214,0.93234,0
20140731 000219987,0.93215,0.93235,0
20140731 000315737,0.93214,0.93234,0
20140731 000411487,0.93213,0.93233,0
20140731 000537737,0.93212,0.93232,0
20140731 000537987,0.93213,0.93233,0
20140731 000540720,0.93212,0.93232,0
20140731 000541237,0.93213,0.93233,0
20140731 000541487,0.93212,0.93232,0
20140731 000542237,0.93213,0.93233,0
20140731 000542487,0.93212,0.93232,0
20140731 000545237,0.93213,0.93233,0
20140731 000546220,0.93212,0.93232,0
20140731 000546487,0.93213,0.93233,0
20140731 000548237,0.93212,0.93232,0
20140731 000548487,0.93213,0.93233,0
20140731 000607737,0.93212,0.93232,0
20140731 000618987,0.93213,0.93233,0
20140731 000619237,0.93212,0.93232,0
20140731 000619987,0.93213,0.93233,0
20140731 000620487,0.93212,0.93232,0
20140731 000620737,0.93213,0.93233,0
20140731 000621737,0.93212,0.93232,0
20140731 000622237,0.93213,0.93233,0
20140731 000622487,0.93212,0.93232,0
20140731 000627237,0.93213,0.93233,0
20140731 000627487,0.93212,0.93232,0
20140731 000630487,0.93213,0.93233,0
20140731 000630737,0.93212,0.93232,0
20140731 000634500,0.93209,0.93229,0
20140731 000634750,0.93206,0.93226,0
20140731 000634987,0.93205,0.93225,0
20140731 000638237,0.93208,0.93228,0
20140731 000638487,0.93207,0.93227,0
20140731 000639987,0.93209,0.93229,0
20140731 000640237,0.9321,0.9323,0
20140731 000641237,0.93211,0.93231,0
20140731 000642737,0.93208,0.93228,0
20140731 000642987,0.93203,0.93223,0
20140731 000643237,0.93201,0.93221,0
20140731 000643487,0.93198,0.93218,0
20140731 000644000,0.93196,0.93216,0
20140731 000644237,0.93195,0.93215,0
20140731 000644487,0.93194,0.93214,0
20140731 000647237,0.93195,0.93215,0
20140731 000647487,0.93197,0.93217,0
20140731 000656237,0.93196,0.93216,0
20140731 000702220,0.93197,0.93217,0
20140731 000705487,0.93196,0.93216,0
20140731 000717487,0.93197,0.93217,0
20140731 000717737,0.93198,0.93218,0
20140731 000732233,0.932,0.9322,0
20140731 000732483,0.93201,0.93221,0
20140731 000742233,0.93202,0.93222,0
20140731 000749733,0.93204,0.93224,0
20140731 000751233,0.93202,0.93222,0
20140731 000752483,0.93204,0.93224,0
20140731 000753983,0.93203,0.93223,0
20140731 000754483,0.93204,0.93224,0
20140731 000755983,0.93203,0.93223,0
20140731 000756483,0.93204,0.93224,0
20140731 000757983,0.93203,0.93223,0
20140731 000821733,0.93202,0.93222,0
20140731 000821983,0.93201,0.93221,0
20140731 000824983,0.93202,0.93222,0
20140731 000825483,0.93201,0.93221,0
20140731 000834983,0.93202,0.93222,0
20140731 000839233,0.93201,0.93221,0
20140731 000839733,0.932,0.9322,0
