TIME,Average,Price change,Average-10,StdDev-10,Average-10 price change,StdDev-10 price change,Up/down in 10
20140731 001137483,0.917069431,0.00003363950000,0.91705597445000,0.00001440373557,-0.00000336395000,0.00001737165896,1
20140731 001137983,0.917077841,0.00000841000000,0.91705513345000,0.00001317858833,-0.00000084100000,0.00002077110028,1
20140731 001150233,0.917044201,-0.00003364000000,0.91705597445000,0.00001440373557,0.00000084100000,0.00002077110028,-1
20140731 001206247,0.917069431,0.00002523000000,0.91705513350000,0.00001486024821,-0.00000084095000,0.00002292904195,1
20140731 001206483,0.917077841,0.00000841000000,0.91705765650000,0.00001493936344,0.00000252300000,0.00002413139626,1
20140731 001207733,0.91705261,-0.00002523050000,0.91705849750000,0.00001588274812,0.00000084100000,0.00002292906029,-1
20140731 001209233,0.917069431,0.00001682050000,0.91705849750000,0.00001588274812,0.00000000000000,0.00002378701320,1
20140731 001211233,0.917077841,0.00000841000000,0.91706102050000,0.00001535442817,0.00000252300000,0.00002413147371,1
20140731 001211483,0.917069431,-0.00000841000000,0.91706186150000,0.00001607944744,0.00000084100000,0.00002292914179,1
20140731 001215233,0.917077841,0.00000841000000,0.91706438450000,0.00001493936344,0.00000252300000,0.00002136794747,1
20140731 001230483,0.917069431,-0.00000841000000,0.91706858945000,0.00001152447092,0.00000420495000,0.00002107170369,1
20140731 001230983,0.91705261,-0.00001682050000,0.91706858945000,0.00001152447092,0.00000000000000,0.00001859533529,-1
20140731 001232483,0.917069431,0.00001682050000,0.91706606640000,0.00001202508467,-0.00000252305000,0.00001903395141,-1
20140731 001243983,0.91705261,-0.00001682050000,0.91706858940000,0.00000925543833,0.00000252300000,0.00001637037942,1
20140731 001245483,0.917069431,0.00001682050000,0.91706690735000,0.00001052673370,-0.00000168205000,0.00001525211311,1
20140731 001252233,0.91705261,-0.00001682050000,0.91706606635000,0.00000987178251,-0.00000084100000,0.00001607988330,-1
20140731 001253733,0.917069431,0.00001682050000,0.91706606635000,0.00000987178251,0.00000000000000,0.00001483422365,1
20140731 001308983,0.91705261,-0.00001682050000,0.91706606635000,0.00000987178251,0.00000000000000,0.00001483422365,-1
20140731 001310483,0.917069431,0.00001682050000,0.91706354330000,0.00000975165936,-0.00000252305000,0.00001538047474,1
20140731 001316983,0.91705261,-0.00001682050000,0.91706354330000,0.00000975165936,0.00000000000000,0.00001634655914,1
20140731 001318483,0.917077841,0.00002523050000,0.91706102025000,0.00000886518190,-0.00000252305000,0.00001684383590,1
20140731 001321983,0.917069431,-0.00000841000000,0.91706186125000,0.00001006886701,0.00000084100000,0.00001878494759,1
20140731 001324733,0.917077841,0.00000841000000,0.91706354330000,0.00000975165936,0.00000168205000,0.00001808144251,1
20140731 001324983,0.917044201,-0.00003364000000,0.91706438430000,0.00001063814800,0.00000084100000,0.00001748480630,-1
20140731 001325733,0.91705261,0.00000840950000,0.91706354335000,0.00001192668069,-0.00000084095000,0.00002000052022,-1
20140731 001326483,0.917077841,0.00002523050000,0.91706186130000,0.00001218741653,-0.00000168205000,0.00001934125355,1
20140731 001327233,0.917069431,-0.00000841000000,0.91706438435000,0.00001266179100,0.00000252305000,0.00002023484568,1
20140731 001328483,0.917077841,0.00000841000000,0.91706438435000,0.00001266179100,0.00000000000000,0.00001982281937,1
20140731 001334483,0.91705261,-0.00002523050000,0.91706690740000,0.00001256831733,0.00000252305000,0.00001903400051,-1
20140731 001335983,0.917077841,0.00002523050000,0.91706522535000,0.00001329753568,-0.00000168205000,0.00002013745096,1
20140731 001342467,0.91705261,-0.00002523050000,0.91706774840000,0.00001302884508,0.00000252305000,0.00002099718605,-1
20140731 001343967,0.917077841,0.00002523050000,0.91706522535000,0.00001329753568,-0.00000252305000,0.00002099718605,1
20140731 001350467,0.91705261,-0.00002523050000,0.91706606635000,0.00001384760713,0.00000084100000,0.00002258409330,1
20140731 001351983,0.917077841,0.00002523050000,0.91706354330000,0.00001376223069,-0.00000252305000,0.00002380391298,1
20140731 001358467,0.91705261,-0.00002523050000,0.91706690730000,0.00001256844372,0.00000336400000,0.00002249705621,-1
20140731 001359983,0.917077841,0.00002523050000,0.91706690730000,0.00001256844372,0.00000000000000,0.00002411565016,1
20140731 001406467,0.91705261,-0.00002523050000,0.91706690730000,0.00001256844372,0.00000000000000,0.00002411565016,1
20140731 001408733,0.917044201,-0.00000840950000,0.91706522525000,0.00001329764108,-0.00000168205000,0.00002532376651,-1
20140731 001415717,0.917077841,0.00003364000000,0.91706186125000,0.00001398878895,-0.00000336400000,0.00002513686514,1
20140731 001445983,0.917086251,0.00000841050000,0.91706438430000,0.00001440396912,0.00000252305000,0.00002631293835,1
20140731 001504247,0.917077841,-0.00000841050000,0.91706522535000,0.00001548217088,0.00000084105000,0.00002521480839,1
20140731 001508983,0.917086251,0.00000841050000,0.91706774840000,0.00001525201508,0.00000252305000,0.00002380395224,1
20140731 001555247,0.917077841,-0.00000841050000,0.91706858945000,0.00001607979322,0.00000084105000,0.00002258415330,1
20140731 001602230,0.917086251,0.00000841050000,0.91707111250000,0.00001525202734,0.00000252305000,0.00002099727506,1
20140731 001602747,0.917077841,-0.00000841050000,0.91707195355000,0.00001588309230,0.00000084105000,0.00001960360676,1
20140731 001605247,0.917086251,0.00000841050000,0.91707447660000,0.00001440400804,0.00000252305000,0.00001775226683,1
20140731 001610980,0.91705261,-0.00003364100000,0.91707531765000,0.00001486055947,0.00000084105000,0.00001607976417,-1
20140731 001612230,0.917077841,0.00002523050000,0.91707531765000,0.00001486055947,0.00000000000000,0.00001773020569,-1
20140731 001622230,0.917086251,0.00000841050000,0.91707868165000,0.00001006892269,0.00000336400000,0.00001909605900,1
20140731 001633997,0.917077841,-0.00000841050000,0.91707952270000,0.00001033850791,0.00000084105000,0.00001608005473,-1
20140731 001701997,0.917086251,0.00000841050000,0.91707868165000,0.00001006892269,-0.00000084105000,0.00001608005473,1
20140731 001746497,0.917077841,-0.00000841050000,0.91707952270000,0.00001033850791,0.00000084105000,0.00001608005473,-1
20140731 001820747,0.917086251,0.00000841050000,0.91707868165000,0.00001006892269,-0.00000084105000,0.00001608005473,1
20140731 001842247,0.917077841,-0.00000841050000,0.91707952270000,0.00001033850791,0.00000084105000,0.00001608005473,-1
20140731 001854230,0.917086251,0.00000841050000,0.91707868165000,0.00001006892269,-0.00000084105000,0.00001608005473,1
20140731 001912997,0.917077841,-0.00000841050000,0.91707952270000,0.00001033850791,0.00000084105000,0.00001608005473,1
20140731 001913247,0.917069431,-0.00000841000000,0.91707868165000,0.00001006892269,-0.00000084105000,0.00001608005473,-1
20140731 001913497,0.917077841,0.00000841000000,0.91708036370000,0.00000567654784,0.00000168205000,0.00001176107228,1
20140731 001928747,0.917086251,0.00000841050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 001932497,0.917077841,-0.00000841050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 001933747,0.917086251,0.00000841050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 001938247,0.917077841,-0.00000841050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 001938497,0.917086251,0.00000841050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 001938997,0.917077841,-0.00000841050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 001939247,0.917086251,0.00000841050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 001942997,0.917077841,-0.00000841050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 002102247,0.91706102,-0.00001682050000,0.91708036370000,0.00000567654784,0.00000000000000,0.00000886534001,-1
20140731 002110747,0.917069431,0.00000841050000,0.91707952265000,0.00000772858313,-0.00000084105000,0.00001006907119,-1
20140731 002113247,0.917077841,0.00000841000000,0.91707868165000,0.00000836346571,-0.00000084100000,0.00001006912223,-1
20140731 002113497,0.917069431,-0.00000841000000,0.91707784060000,0.00000792931867,-0.00000084105000,0.00001006907119,-1
20140731 002115247,0.917077841,0.00000841000000,0.91707699960000,0.00000836343778,-0.00000084100000,0.00001006902942,-1
20140731 002115497,0.917069431,-0.00000841000000,0.91707615855000,0.00000772851058,-0.00000084105000,0.00001006897838,-1
20140731 002118747,0.917077841,0.00000841000000,0.91707531755000,0.00000797867835,-0.00000084100000,0.00001006893662,-1
20140731 002121497,0.917069431,-0.00000841000000,0.91707447650000,0.00000709213234,-0.00000084105000,0.00001006888557,-1
20140731 002124247,0.917077841,0.00000841000000,0.91707363550000,0.00000714732180,-0.00000084100000,0.00001006884381,1
20140731 002126247,0.917069431,-0.00000841000000,0.91707279445000,0.00000588043285,-0.00000084105000,0.00001006879277,1
20140731 002137997,0.917077841,0.00000841000000,0.91707195345000,0.00000567642438,-0.00000084100000,0.00001006875100,1
20140731 002221493,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000168205000,0.00000868585369,1
20140731 002221743,0.91706102,-0.00000841050000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,-1
20140731 002223493,0.917069431,0.00000841050000,0.91707195345000,0.00000567642438,-0.00000168205000,0.00000868585369,1
20140731 002223743,0.91706102,-0.00000841050000,0.91707195345000,0.00000567642438,0.00000000000000,0.00000886502379,-1
20140731 002224993,0.917069431,0.00000841050000,0.91707027140000,0.00000620560851,-0.00000168205000,0.00000868596127,1
20140731 002225243,0.91706102,-0.00000841050000,0.91707027140000,0.00000620560851,0.00000000000000,0.00000886512920,-1
20140731 002227993,0.917069431,0.00000841050000,0.91706858935000,0.00000620564615,-0.00000168205000,0.00000868606885,1
20140731 002228243,0.91706102,-0.00000841050000,0.91706858935000,0.00000620564615,0.00000000000000,0.00000886523461,-1
20140731 002228493,0.917069431,0.00000841050000,0.91706690730000,0.00000567654784,-0.00000168205000,0.00000868617644,1
20140731 002228743,0.91706102,-0.00000841050000,0.91706690730000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 002228993,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,-0.00000168205000,0.00000868628402,1
20140731 002229243,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002234743,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002234993,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002235493,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002247243,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002250493,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002252493,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002252743,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002252993,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002253243,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002253493,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002253743,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002253993,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002254243,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002254493,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002254743,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002255993,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002256243,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002256493,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002256993,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002257493,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002257743,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002258493,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002258743,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002328493,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002328743,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002353243,0.917077841,0.00000841000000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002353743,0.917069431,-0.00000841000000,0.91706690730000,0.00000567654784,0.00000168205000,0.00000868628402,1
20140731 002354493,0.917077841,0.00000841000000,0.91706690730000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 002354993,0.917069431,-0.00000841000000,0.91706858935000,0.00000620564615,0.00000168205000,0.00000868617644,1
20140731 002355243,0.917077841,0.00000841000000,0.91706858935000,0.00000620564615,0.00000000000000,0.00000886523461,1
20140731 002355743,0.917069431,-0.00000841000000,0.91707027140000,0.00000620560851,0.00000168205000,0.00000868606885,1
20140731 002401243,0.917077841,0.00000841000000,0.91707027140000,0.00000620560851,0.00000000000000,0.00000886512920,1
20140731 002437243,0.917069431,-0.00000841000000,0.91707195345000,0.00000567642438,0.00000168205000,0.00000868596127,1
20140731 002437493,0.917077841,0.00000841000000,0.91707195345000,0.00000567642438,0.00000000000000,0.00000886502379,1
20140731 002443243,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000168205000,0.00000868585369,1
20140731 002507993,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002508493,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002508993,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002509243,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002516493,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002524743,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002525243,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002544243,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002559993,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002600243,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002600493,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002601493,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002613993,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002618993,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002619743,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002621993,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002622993,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002627743,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002628477,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002629477,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002629727,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002630743,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002630977,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002633727,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002634243,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002639727,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002640743,0.917077841,0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002640977,0.917069431,-0.00000841000000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,1
20140731 002710993,0.91706102,-0.00000841050000,0.91707363550000,0.00000443245919,0.00000000000000,0.00000886491837,-1
20140731 002724493,0.917069431,0.00000841050000,0.91707195345000,0.00000567642438,-0.00000168205000,0.00000868585369,1
20140731 002724743,0.91706102,-0.00000841050000,0.91707195345000,0.00000567642438,0.00000000000000,0.00000886502379,-1
20140731 002731993,0.917069431,0.00000841050000,0.91707027140000,0.00000620560851,-0.00000168205000,0.00000868596127,1
20140731 002732243,0.91706102,-0.00000841050000,0.91707027140000,0.00000620560851,0.00000000000000,0.00000886512920,-1
20140731 002733993,0.917069431,0.00000841050000,0.91706858935000,0.00000620564615,-0.00000168205000,0.00000868606885,1
20140731 002735743,0.91706102,-0.00000841050000,0.91706858935000,0.00000620564615,0.00000000000000,0.00000886523461,-1
20140731 002735993,0.917069431,0.00000841050000,0.91706690730000,0.00000567654784,-0.00000168205000,0.00000868617644,1
20140731 002756993,0.91706102,-0.00000841050000,0.91706690730000,0.00000567654784,0.00000000000000,0.00000886534001,1
20140731 002808243,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,-0.00000168205000,0.00000868628402,1
20140731 002808743,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002809243,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002810493,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002817493,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002828993,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002829493,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002830743,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002844477,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002846243,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002846727,0.917069431,0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 002850977,0.91706102,-0.00000841050000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 003000990,0.917086251,0.00002523100000,0.91706522525000,0.00000443272271,0.00000000000000,0.00000886544542,1
20140731 003001240,0.917077841,-0.00000841050000,0.91706690730000,0.00000797876619,0.00000168205000,0.00001176123119,1
20140731 003002240,0.917086251,0.00000841050000,0.91706858935000,0.00000836346571,0.00000168205000,0.00001176123119,1
20140731 003002990,0.917077841,-0.00000841050000,0.91707027140000,0.00001006899230,0.00000168205000,0.00001176123119,1
20140731 003004240,0.917086251,0.00000841050000,0.91707195345000,0.00000975175998,0.00000168205000,0.00001176123119,1
20140731 003031990,0.917094662,0.00000841050000,0.91707363550000,0.00001067516922,0.00000168205000,0.00001176123119,1
20140731 003109977,0.917086251,-0.00000841050000,0.91707699965000,0.00001152485201,0.00000336415000,0.00001135320269,1
20140731 003110977,0.917094662,0.00000841050000,0.91707868170000,0.00001152486417,0.00000168205000,0.00001176123119,1
20140731 003213240,0.917086251,-0.00000841050000,0.91708204585000,0.00001067523488,0.00000336415000,0.00001135320269,1
20140731 003325740,0.917094662,0.00000841050000,0.91708372790000,0.00000975186060,0.00000168205000,0.00001176123119,1
20140731 003326740,0.917086251,-0.00000841050000,0.91708709205000,0.00000620581179,0.00000336415000,0.00001135320269,1
20140731 003358490,0.917077841,-0.00000841050000,0.91708709205000,0.00000620581179,0.00000000000000,0.00000886544542,1
20140731 003358740,0.91706102,-0.00001682050000,0.91708709205000,0.00000620581179,0.00000000000000,0.00000886544542,-1
20140731 003401740,0.91705261,-0.00000841000000,0.91708456895000,0.00001033867061,-0.00000252310000,0.00000975190851,-1
20140731 003410473,0.91706102,0.00000841000000,0.91708204590000,0.00001443159198,-0.00000252305000,0.00000975187497,-1
20140731 003454990,0.91705261,-0.00000841000000,0.91707952280000,0.00001575924029,-0.00000252310000,0.00000975181269,-1
20140731 003455240,0.91706102,0.00000841000000,0.91707531765000,0.00001684395240,-0.00000420515000,0.00000908417254,-1
20140731 003456240,0.91705261,-0.00000841000000,0.91707279455000,0.00001691381063,-0.00000252310000,0.00000975171686,-1
20140731 003458990,0.91706102,0.00000841000000,0.91706858940000,0.00001608005183,-0.00000420515000,0.00000908406967,-1
