TIME,MAX,MIN,OTHER
20140801 002138927,0.009717512,0.009715624,0
20140801 002152177,0.009717606,0.009715718,0
20140801 002153443,0.009717701,0.009715812,0
20140801 002153693,0.009717606,0.009715718,0
20140801 002153943,0.009717701,0.009715812,0
20140801 002154193,0.009717606,0.009715718,0
20140801 002242690,0.009717512,0.009715624,0
20140801 002332440,0.009717606,0.009715718,0
20140801 002332690,0.009717795,0.009715907,0
20140801 002332940,0.00971789,0.009716001,0
20140801 002333940,0.009717795,0.009715907,0
20140801 002334190,0.009717701,0.009715812,0
20140801 002337440,0.009717512,0.009715624,0
20140801 002421190,0.009717417,0.009715529,0
20140801 002444207,0.009717323,0.009715435,0
20140801 002444440,0.009717229,0.009715341,0
20140801 002444690,0.00971704,0.009715152,0
20140801 002444940,0.009716945,0.009715057,0
20140801 002445190,0.009716851,0.009714963,0
20140801 002451457,0.009716945,0.009715057,0
20140801 002455440,0.00971704,0.009715152,0
20140801 002517190,0.009716945,0.009715057,0
20140801 002532190,0.009716851,0.009714963,0
20140801 002611957,0.009716945,0.009715057,0
20140801 002653940,0.009716851,0.009714963,0
20140801 002654190,0.009716945,0.009715057,0
20140801 002722690,0.009716851,0.009714963,0
20140801 002731940,0.009716945,0.009715057,0
20140801 002732190,0.009716851,0.009714963,0
20140801 002734190,0.009716945,0.009715057,0
20140801 002742190,0.00971704,0.009715152,0
20140801 002744690,0.009716945,0.009715057,0
20140801 002804190,0.009716757,0.009714869,0
20140801 002804440,0.009716662,0.009714774,0
20140801 002804690,0.009716568,0.00971468,0
20140801 002811190,0.009716473,0.009714585,0
20140801 002817940,0.009716379,0.009714491,0
20140801 002820440,0.00971619,0.009714302,0
20140801 002820690,0.009716096,0.009714208,0
20140801 002823940,0.009716001,0.009714114,0
20140801 002834457,0.009716096,0.009714208,0
20140801 002834690,0.009716001,0.009714114,0
20140801 002835440,0.009716096,0.009714208,0
20140801 002840190,0.009716001,0.009714114,0
20140801 002840690,0.009716096,0.009714208,0
20140801 002849440,0.009716001,0.009714114,0
