TIME,MIN,MAX,OTHER
20140801 001853443,0.850100,0.850400,0
20140801 001853693,0.850090,0.850390,0
20140801 001853943,0.850100,0.850400,0
20140801 001854693,0.850090,0.850390,0
20140801 001855193,0.850100,0.850400,0
20140801 001855693,0.850090,0.850390,0
20140801 001856693,0.850100,0.850400,0
20140801 001857193,0.850090,0.850390,0
20140801 001900693,0.850100,0.850400,0
20140801 001904443,0.850110,0.850410,0
20140801 001904693,0.850100,0.850400,0
20140801 001907443,0.850090,0.850390,0
20140801 001907943,0.850100,0.850400,0
20140801 001908193,0.850090,0.850390,0
20140801 001910943,0.850080,0.850380,0
20140801 001923943,0.850100,0.850400,0
20140801 001926193,0.850120,0.850420,0
20140801 001927193,0.850110,0.850410,0
20140801 001927443,0.850090,0.850390,0
20140801 001927693,0.850080,0.850380,0
20140801 001929193,0.850070,0.850370,0
20140801 001931693,0.850080,0.850380,0
20140801 001932693,0.850070,0.850370,0
20140801 001943193,0.850080,0.850380,0
20140801 001943443,0.850070,0.850370,0
20140801 002040677,0.850080,0.850380,0
20140801 002041427,0.850070,0.850370,0
20140801 002041677,0.850080,0.850380,0
20140801 002042177,0.850070,0.850370,0
20140801 002042427,0.850080,0.850380,0
20140801 002110427,0.850060,0.850360,0
20140801 002119177,0.850050,0.850350,0
20140801 002147927,0.850060,0.850360,0
20140801 002209190,0.850050,0.850350,0
20140801 002214690,0.850060,0.850360,0
20140801 002235940,0.850050,0.850350,0
20140801 002236190,0.850060,0.850360,0
20140801 002312940,0.850070,0.850370,0
20140801 002313440,0.850060,0.850360,0
20140801 002314440,0.850070,0.850370,0
20140801 002315190,0.850060,0.850360,0
20140801 002315940,0.850070,0.850370,0
20140801 002322440,0.850060,0.850360,0
20140801 002323190,0.850070,0.850370,0
20140801 002323690,0.850060,0.850360,0
20140801 002324440,0.850070,0.850370,0
20140801 002324690,0.850060,0.850360,0
20140801 002327690,0.850070,0.850370,0
20140801 002328440,0.850060,0.850360,0
20140801 002329440,0.850070,0.850370,0
20140801 002329940,0.850060,0.850360,0
20140801 002334690,0.850050,0.850350,0
20140801 002353690,0.850030,0.850330,0
20140801 002354940,0.850000,0.850300,0
20140801 002355190,0.849980,0.850280,0
20140801 002355940,0.849970,0.850270,0
20140801 002356190,0.849950,0.850250,0
20140801 002357190,0.849940,0.850240,0
20140801 002408440,0.849950,0.850250,0
20140801 002409440,0.849940,0.850240,0
20140801 002412690,0.849930,0.850230,0
20140801 002412940,0.849940,0.850240,0
20140801 002424690,0.849930,0.850230,0
20140801 002433940,0.849920,0.850220,0
20140801 002441440,0.849870,0.850170,0
20140801 002441690,0.849880,0.850180,0
20140801 002441957,0.849840,0.850140,0
20140801 002442190,0.849800,0.850100,0
20140801 002451690,0.849790,0.850090,0
20140801 002603957,0.849780,0.850080,0
20140801 002604207,0.849790,0.850090,0
20140801 002629707,0.849780,0.850080,0
20140801 002630220,0.849790,0.850090,0
20140801 002700440,0.849780,0.850080,0
20140801 002700690,0.849790,0.850090,0
20140801 002701190,0.849780,0.850080,0
20140801 002701690,0.849790,0.850090,0
20140801 002729690,0.849800,0.850100,0
20140801 002729940,0.849790,0.850090,0
20140801 002738940,0.849800,0.850100,0
20140801 002739690,0.849790,0.850090,0
20140801 002740690,0.849800,0.850100,0
20140801 002740940,0.849790,0.850090,0
20140801 002743440,0.849800,0.850100,0
20140801 002743690,0.849790,0.850090,0
20140801 002743940,0.849800,0.850100,0
20140801 002746190,0.849790,0.850090,0
20140801 002747440,0.849800,0.850100,0
20140801 002748690,0.849790,0.850090,0
20140801 002748940,0.849800,0.850100,0
20140801 002751940,0.849790,0.850090,0
20140801 002752940,0.849800,0.850100,0
20140801 002753440,0.849790,0.850090,0
20140801 002842440,0.849800,0.850100,0
20140801 002906440,0.849810,0.850110,0
20140801 002914940,0.849800,0.850100,0
20140801 002917453,0.849830,0.850130,0
20140801 002917690,0.849850,0.850150,0
20140801 002917940,0.849880,0.850180,0
20140801 002918190,0.849870,0.850170,0
20140801 002939690,0.849880,0.850180,0
20140801 002953937,0.849890,0.850190,0
20140801 002954187,0.849900,0.850200,0
20140801 002954703,0.849880,0.850180,0
20140801 003016953,0.849870,0.850170,0
20140801 003025437,0.849850,0.850150,0
20140801 003025687,0.849840,0.850140,0
20140801 003025937,0.849820,0.850120,0
20140801 003027937,0.849810,0.850110,0
20140801 003031437,0.849800,0.850100,0
20140801 003032687,0.849790,0.850090,0
20140801 003124453,0.849780,0.850080,0
20140801 003144953,0.849790,0.850090,0
20140801 003145203,0.849780,0.850080,0
20140801 003151703,0.849770,0.850070,0
20140801 003155437,0.849760,0.850060,0
20140801 003156703,0.849770,0.850070,0
20140801 003157703,0.849760,0.850060,0
20140801 003200953,0.849840,0.850140,0
20140801 003201203,0.849850,0.850150,0
20140801 003201453,0.849800,0.850100,0
20140801 003201703,0.849790,0.850090,0
20140801 003203703,0.849780,0.850080,0
20140801 003206703,0.849770,0.850070,0
20140801 003207203,0.849780,0.850080,0
20140801 003211953,0.849790,0.850090,0
20140801 003212203,0.849780,0.850080,0
20140801 003216203,0.849770,0.850070,0
