TIME,MAX,MIN,OTHER
20140801 011314250,0.915843171,0.91559161,0
20140801 011317000,0.915834783,0.915583227,0
20140801 011317250,0.915843171,0.91559161,0
20140801 011320250,0.915834783,0.915583227,0
20140801 011321000,0.915843171,0.91559161,0
20140801 011412517,0.915834783,0.915583227,0
20140801 011412767,0.915809621,0.915558078,0
20140801 011422517,0.915834783,0.915583227,0
20140801 011436267,0.915843171,0.91559161,0
20140801 011436517,0.915818009,0.915566461,0
20140801 011503267,0.915851559,0.915599993,0
20140801 011744013,0.915826396,0.915574844,0
20140801 011745013,0.915818009,0.915566461,0
20140801 011746013,0.915826396,0.915574844,0
20140801 011749013,0.915818009,0.915566461,0
20140801 011749513,0.915826396,0.915574844,0
20140801 011802013,0.915818009,0.915566461,0
20140801 011802763,0.915826396,0.915574844,0
20140801 011806013,0.915818009,0.915566461,0
20140801 011806513,0.915826396,0.915574844,0
20140801 011812263,0.915818009,0.915566461,0
20140801 011813013,0.915826396,0.915574844,0
20140801 011816013,0.915818009,0.915566461,0
20140801 011927513,0.915826396,0.915574844,0
20140801 011927763,0.915818009,0.915566461,0
20140801 011928013,0.915826396,0.915574844,0
20140801 011928263,0.915818009,0.915566461,0
20140801 011928513,0.915826396,0.915574844,0
20140801 011929013,0.915818009,0.915566461,0
20140801 011937513,0.915826396,0.915574844,0
20140801 011937763,0.915818009,0.915566461,0
20140801 011940763,0.915826396,0.915574844,0
20140801 011941013,0.915818009,0.915566461,0
20140801 011941763,0.915826396,0.915574844,0
20140801 011942013,0.915818009,0.915566461,0
20140801 011947013,0.915826396,0.915574844,0
20140801 011947513,0.915818009,0.915566461,0
20140801 011950513,0.915826396,0.915574844,0
20140801 011950763,0.915818009,0.915566461,0
20140801 011954013,0.915809621,0.915558078,0
20140801 012000763,0.915818009,0.915566461,0
20140801 012001013,0.915809621,0.915558078,0
20140801 012001263,0.915784461,0.915532932,0
20140801 012004763,0.915776074,0.91552455,0
20140801 012048013,0.915784461,0.915532932,0
20140801 012049513,0.915776074,0.91552455,0
20140801 012049763,0.915767688,0.915516168,0
20140801 012053013,0.915759302,0.915507786,0
20140801 012054013,0.915767688,0.915516168,0
20140801 012104763,0.915759302,0.915507786,0
20140801 012349510,0.91574253,0.915491024,0
20140801 012351260,0.915750916,0.915499405,0
20140801 012401260,0.915759302,0.915507786,0
20140801 012403760,0.915750916,0.915499405,0
20140801 012404260,0.915759302,0.915507786,0
20140801 012404510,0.915750916,0.915499405,0
20140801 012412010,0.915725758,0.915474261,0
20140801 012412260,0.915750916,0.915499405,0
20140801 012418260,0.915759302,0.915507786,0
20140801 012418510,0.915767688,0.915516168,0
20140801 012418760,0.915759302,0.915507786,0
20140801 012419760,0.915750916,0.915499405,0
20140801 012421010,0.915759302,0.915507786,0
20140801 012421260,0.915767688,0.915516168,0
20140801 012421510,0.915759302,0.915507786,0
20140801 012424277,0.915776074,0.91552455,0
20140801 012424510,0.915809621,0.915558078,0
20140801 012424760,0.915834783,0.915583227,0
20140801 012426260,0.915809621,0.915558078,0
20140801 012434260,0.915784461,0.915532932,0
20140801 012438073,0.915776074,0.91552455,0
20140801 012438510,0.915784461,0.915532932,0
20140801 012439760,0.915776074,0.91552455,0
20140801 012443760,0.915784461,0.915532932,0
20140801 012444010,0.915776074,0.91552455,0
20140801 012542260,0.915767688,0.915516168,0
20140801 012542510,0.915776074,0.91552455,0
20140801 012549760,0.915901889,0.915650295,0
20140801 012550010,0.915885111,0.915633527,0
20140801 012550260,0.915859947,0.915608376,0
20140801 012551260,0.915826396,0.915574844,0
20140801 012551510,0.915809621,0.915558078,0
20140801 012553260,0.915784461,0.915532932,0
20140801 012624260,0.915776074,0.91552455,0
20140801 012700260,0.915792848,0.915541314,0
20140801 012731010,0.915784461,0.915532932,0
20140801 012738760,0.915792848,0.915541314,0
20140801 012741510,0.915784461,0.915532932,0
20140801 012742010,0.915792848,0.915541314,0
20140801 012748760,0.915784461,0.915532932,0
20140801 012817510,0.915776074,0.91552455,0
20140801 012848010,0.915784461,0.915532932,0
20140801 012851510,0.915776074,0.91552455,0
20140801 012852010,0.915784461,0.915532932,0
20140801 012852260,0.915776074,0.91552455,0
20140801 012852760,0.915784461,0.915532932,0
20140801 012853010,0.915776074,0.91552455,0
20140801 012853510,0.915784461,0.915532932,0
20140801 012907260,0.915767688,0.915516168,0
20140801 012907510,0.915734144,0.915482642,0
20140801 012908010,0.915759302,0.915507786,0
20140801 012927510,0.915767688,0.915516168,0
20140801 012937510,0.915776074,0.91552455,0
20140801 012938510,0.915767688,0.915516168,0
20140801 012955010,0.915776074,0.91552455,0
20140801 012956010,0.915767688,0.915516168,0
20140801 012957010,0.915776074,0.91552455,0
20140801 012957260,0.915734144,0.915482642,0
20140801 012959260,0.91574253,0.915491024,0
20140801 012959510,0.915734144,0.915482642,0
20140801 013000010,0.915725758,0.915474261,0
20140801 013000510,0.915734144,0.915482642,0
20140801 013001510,0.915725758,0.915474261,0
20140801 013002010,0.915734144,0.915482642,0
20140801 013004010,0.915725758,0.915474261,0
20140801 013004260,0.915734144,0.915482642,0
20140801 013005010,0.91574253,0.915491024,0
20140801 013019760,0.915734144,0.915482642,0
20140801 013022010,0.91574253,0.915491024,0
20140801 013029010,0.915734144,0.915482642,0
20140801 013029760,0.91574253,0.915491024,0
20140801 013122757,0.915725758,0.915474261,0
20140801 013123257,0.915683833,0.915432359,0
20140801 013127757,0.915675448,0.915423979,0
20140801 013145257,0.915641911,0.91539046,0
20140801 013145507,0.915675448,0.915423979,0
20140801 013207007,0.915717373,0.915465881,0
20140801 013207507,0.915675448,0.915423979,0
20140801 013226257,0.915625143,0.915373701,0
20140801 013226757,0.915616759,0.915365322,0
20140801 013228507,0.915625143,0.915373701,0
20140801 013233757,0.915633527,0.91538208,0
20140801 013235257,0.915650295,0.915398839,0
20140801 013251257,0.915641911,0.91539046,0
20140801 013312507,0.915616759,0.915365322,0
20140801 013314007,0.915608376,0.915356943,0
20140801 013325257,0.915616759,0.915365322,0
20140801 013325757,0.915608376,0.915356943,0
20140801 013327007,0.915616759,0.915365322,0
20140801 013327507,0.915608376,0.915356943,0
20140801 013328757,0.915616759,0.915365322,0
20140801 013329507,0.915608376,0.915356943,0
20140801 013355757,0.915616759,0.915365322,0
20140801 013415007,0.915608376,0.915356943,0
20140801 013415507,0.915616759,0.915365322,0
20140801 013504507,0.915608376,0.915356943,0
20140801 013513257,0.915599993,0.915348565,0
20140801 013513507,0.91559161,0.915340186,0
